Annual_Death_Rate,Probability_of_Death,Number_of_Deaths,Life_Expectancy,ID,Female_Deaths,Male_Deaths,Total_Deaths,Year,Age,Female_population,Male_population,Total_population
0.34099999999999997,0.33999999999999997,321,33,2016_48,5382.16,8379.58,13761.74,2016,48,2047985.75,2004838.53,4052824.28
0.374,0.373,352,32,2016_49,6091.18,9153.64,15244.82,2016,49,2070429.65,2021305.38,4091735.03
0.409,0.40800000000000003,383,31,2016_50,6718.2,10275.72,16993.92,2016,50,2152462.82,2099380.43,4251843.25
0.44400000000000006,0.443,414,30,2016_51,7663.23,11564.81,19228.04,2016,51,2240831.98,2173759.79,4414591.77
0.49300000000000005,0.49100000000000005,457,30,2016_52,8542.25,13263.92,21806.17,2016,52,2266710.01,2184612.08,4451322.09
0.538,0.5369999999999999,497,29,2016_53,9482.29,14412.0,23894.29,2016,53,2266561.71,2176133.47,4442695.18
0.587,0.585,539,28,2016_54,10213.3,15810.09,26023.39,2016,54,2281669.82,2181119.24,4462789.06
0.635,0.633,579,27,2016_55,11208.33,17337.2,28545.53,2016,55,2305394.61,2201467.15,4506861.76
0.6799999999999999,0.677,616,26,2016_56,11938.36,18279.26,30217.62,2016,56,2278268.04,2169622.78,4447890.82
0.739,0.736,665,25,2016_57,12659.37,19811.37,32470.74,2016,57,2238731.05,2116973.66,4355704.71
0.7929999999999999,0.79,709,25,2016_58,13400.4,20868.45,34268.85,2016,58,2224611.13,2090958.05,4315569.18
0.861,0.857,763,24,2016_59,14291.43,22355.55,36646.98,2016,59,2178411.24,2032982.67,4211393.91
0.9119999999999999,0.9079999999999999,801,23,2016_60,14892.44,22871.59,37764.03,2016,60,2133891.15,1980473.02,4114364.17
0.98,0.975,852,22,2016_61,15276.46,24348.69,39625.15,2016,61,2087358.56,1922458.69,4009817.25
1.053,1.048,907,21,2016_62,16289.49,24891.23,41180.72,2016,62,2011109.62,1836761.56,3847871.18
1.122,1.115,955,21,2016_63,16703.49,25335.26,42038.75,2016,63,1936025.82,1760580.77,3696606.59
1.214,1.207,1022,20,2016_64,17397.51,26303.83,43701.34,2016,64,1872059.7,1691803.62,3563863.32
1.277,1.269,1062,19,2016_65,17937.6,26758.86,44696.46,2016,65,1823561.0,1640526.1,3464087.1
1.35,1.341,1108,18,2016_66,18638.49,27049.87,45688.36,2016,66,1774818.55,1592947.36,3367765.91
1.46,1.4500000000000002,1182,18,2016_67,20165.6,28137.95,48303.55,2016,67,1738046.69,1555421.68,3293468.37
1.585,1.5730000000000002,1264,17,2016_68,21603.14,29867.07,51470.21,2016,68,1763306.2,1575884.21,3339190.41
1.7160000000000002,1.701,1345,16,2016_69,23931.22,32582.26,56513.48,2016,69,1565211.53,1387875.23,2953086.76
1.8530000000000002,1.836,1427,15,2016_70,20392.61,26856.86,47249.47,2016,70,1325612.14,1159639.31,2485251.45
2.03,2.01,1533,15,2016_71,21481.64,28162.95,49644.59,2016,71,1301490.59,1126379.42,2427870.01
2.2560000000000002,2.231,1668,14,2016_72,23538.7,29918.07,53456.77,2016,72,1300326.41,1114652.12,2414978.53
2.471,2.4410000000000003,1784,13,2016_73,26239.78,32440.25,58680.03,2016,73,1231989.6,1044247.55,2276237.15
2.701,2.665,1901,13,2016_74,25424.76,30984.15,56408.91,2016,74,1102020.84,918229.57,2020250.41
2.9499999999999997,2.907,2018,12,2016_75,25700.76,30757.13,56457.89,2016,75,1025720.47,841707.7,1867428.17
3.186,3.136,2114,11,2016_76,25903.78,30681.13,56584.91,2016,76,965012.0,785856.67,1750868.67
3.533,3.4709999999999996,2266,11,2016_77,27591.82,31454.18,59046.0,2016,77,914919.1,735207.98,1650127.08
3.869,3.7960000000000003,2392,10,2016_78,28949.87,31787.2,60737.07,2016,78,861363.51,677486.2,1538849.71
4.2860000000000005,4.196,2544,9,2016_79,29888.89,32178.23,62067.12,2016,79,807977.66,622372.16,1430349.82
4.775,4.662999999999999,2708,9,2016_80,31964.95,33041.29,65006.24,2016,80,773383.27,581284.38,1354667.65
5.273,5.137,2845,8,2016_81,33569.0,33669.33,67238.33,2016,81,717145.22,525807.86,1242953.08
5.846,5.680000000000001,2984,8,2016_82,34230.02,32911.28,67141.3,2016,82,666190.18,475731.14,1141921.32
6.439,6.2379999999999995,3090,7,2016_83,36060.07,33692.33,69752.4,2016,83,638462.54,441971.21,1080433.75
7.39,7.126,3310,7,2016_84,38242.14,34673.4,72915.54,2016,84,570380.98,395060.24,965441.22
8.437999999999999,8.097,3493,6,2016_85,41064.22,34868.41,75932.63,2016,85,545220.27,363325.51,908545.78
9.479,9.049999999999999,3588,6,2016_86,42448.27,35052.43,77500.7,2016,86,492777.15,311499.54,804276.69
10.566,10.036000000000001,3619,5,2016_87,43273.28,33759.34,77032.62,2016,87,456143.13,274646.34,730789.47
11.892,11.225,3641,5,2016_88,44817.33,32915.28,77732.61,2016,88,416692.8,237699.39,654392.19
13.364,12.527,3608,4,2016_89,44820.33,31475.18,76295.51,2016,89,367416.77,197418.28,564835.05
14.959,13.918,3506,4,2016_90,44061.31,28737.99,72799.3,2016,90,321272.66,161415.59,482688.25
16.853,15.543000000000001,3370,4,2016_91,43376.29,26094.3,69470.59,2016,91,280071.7,132759.37,412831.07
18.631,17.044,3121,3,2016_92,40360.2,22898.08,63258.28,2016,92,229731.12,102952.07,332683.19
20.719,18.773999999999997,2852,3,2016_93,36548.09,19431.35,55979.44,2016,93,188280.0,78335.29,266615.29
22.933999999999997,20.575,2539,3,2016_94,33098.98,16174.12,49273.1,2016,94,155007.86,60191.13,215198.99
25.176,22.361,2192,3,2016_95,28420.85,12799.89,41220.74,2016,95,116955.44,41568.98,158524.42
27.68,24.315,1850,2,2016_96,23360.7,9613.66,32974.36,2016,96,81904.81,26886.81,108791.62
30.335,26.340000000000003,1517,2,2016_97,17889.53,6489.45,24378.98,2016,97,62131.79,18453.04,80584.83
33.129999999999995,28.421999999999997,1206,2,2016_98,14340.43,4869.34,19209.77,2016,98,43042.71,11595.51,54638.22
36.053000000000004,30.547,928,2,2016_99,10452.31,3140.22,13592.53,2016,99,29279.7,7014.3,36294.0
39.089,32.698,690,2,2016_100,7604.23,2023.14,9627.37,2016,100,19674.52,4302.22,23976.74
42.217,34.859,495,2,2016_101,5426.16,1256.09,6682.25,2016,101,13082.45,2534.6,15617.05
45.416000000000004,37.011,342,2,2016_102,3830.11,802.06,4632.17,2016,102,8200.03,1425.92,9625.95
48.66,39.138,228,1,2016_103,2418.07,454.04,2872.11,2016,103,4994.11,787.71,5781.82
51.92400000000001,41.221999999999994,146,1,2016_104,1537.04,249.02,1786.06,2016,104,2836.29,379.73,3216.02
55.179,43.247,90,1,2016_105,871.02,124.01,995.03,2016,105,1531.63,207.84,1739.47
58.398,45.2,53,1,2016_106,474.01,79.0,553.01,2016,106,843.27,104.84,948.11
61.553999999999995,47.068,30,1,2016_107,299.01,29.0,328.01,2016,107,452.09,47.65,499.74
64.62400000000001,48.842,17,1,2016_108,151.01,16.0,167.01,2016,108,241.27,25.77,267.04
67.583,50.514,9,1,2016_109,94.0,6.0,100.0,2016,109,125.35,15.99,141.34
70.415,100.0,9,1,2016_110,85.0,9.0,94.0,2016,110,105.97,20.17,126.14
0.5740000000000001,0.571,571,78,2017_0,9867.27,12468.79,22336.06,2017,0,1916944.67,2005797.1,3922741.77
0.038,0.038,38,78,2017_1,658.02,863.06,1521.08,2017,1,1951451.71,2041243.53,3992695.24
0.025,0.025,24,77,2017_2,405.02,583.04,988.06,2017,2,1957207.94,2049790.25,4006998.19
0.019,0.019,19,76,2017_3,312.0,461.03,773.03,2017,3,1952801.21,2044254.27,3997055.48
0.015,0.015,15,75,2017_4,273.0,325.02,598.02,2017,4,1953776.21,2042552.46,3996328.67
0.013,0.013,13,74,2017_5,211.0,300.02,511.02,2017,5,1965909.33,2056675.99,4022585.32
0.011000000000000001,0.011000000000000001,11,73,2017_6,213.0,242.02,455.02,2017,6,1977836.48,2065885.94,4043722.42
0.012,0.012,12,72,2017_7,219.0,267.02,486.02,2017,7,1979460.39,2061951.39,4041411.78
0.011000000000000001,0.011000000000000001,11,71,2017_8,206.0,248.02,454.02,2017,8,2010181.03,2094297.42,4104478.45
0.011000000000000001,0.011000000000000001,11,70,2017_9,206.0,242.02,448.02,2017,9,2044586.21,2133482.59,4178068.8
0.012,0.012,12,69,2017_10,200.0,294.02,494.02,2017,10,2039886.83,2130856.65,4170743.48
0.013,0.013,12,68,2017_11,218.0,304.02,522.02,2017,11,2029205.24,2117949.58,4147154.82
0.013999999999999999,0.013999999999999999,14,67,2017_12,218.0,383.02,601.02,2017,12,2029644.2,2115067.71,4144711.91
0.017,0.017,17,66,2017_13,274.0,428.02,702.02,2017,13,2025668.9,2108573.96,4134242.86
0.022000000000000002,0.022000000000000002,22,65,2017_14,337.01,561.04,898.05,2017,14,2015225.1,2096854.57,4112079.67
0.029,0.029,29,64,2017_15,423.02,796.05,1219.07,2017,15,2036294.65,2120660.12,4156954.77
0.04,0.04,39,63,2017_16,511.02,1170.07,1681.09,2017,16,2075885.21,2168082.03,4243967.24
0.046,0.046,46,62,2017_17,552.02,1409.09,1961.11,2017,17,2076633.29,2173148.62,4249781.91
0.065,0.065,64,61,2017_18,744.02,2019.13,2763.15,2017,18,2065667.79,2161931.36,4227599.15
0.077,0.077,76,60,2017_19,806.02,2455.16,3261.18,2017,19,2074394.92,2170119.17,4244514.09
0.083,0.083,82,59,2017_20,905.02,2633.16,3538.18,2017,20,2086615.3,2186498.9,4273114.2
0.09,0.09,89,58,2017_21,1028.02,2865.18,3893.2,2017,21,2115640.56,2226994.19,4342634.75
0.095,0.095,94,57,2017_22,1087.03,3113.2,4200.23,2017,22,2160844.12,2281019.74,4441863.86
0.10200000000000001,0.10200000000000001,101,56,2017_23,1205.04,3388.21,4593.25,2017,23,2200212.15,2328108.44,4528320.59
0.107,0.107,105,55,2017_24,1261.03,3654.23,4915.26,2017,24,2250695.65,2377583.7,4628279.35
0.11199999999999999,0.11199999999999999,110,54,2017_25,1414.04,3853.24,5267.28,2017,25,2312718.16,2421548.83,4734266.99
0.116,0.116,114,53,2017_26,1412.04,4098.26,5510.3,2017,26,2341859.0,2432309.5,4774168.5
0.122,0.122,120,52,2017_27,1666.04,4151.26,5817.3,2017,27,2298561.03,2378339.79,4676900.82
0.128,0.128,126,51,2017_28,1744.04,4166.27,5910.31,2017,28,2229022.29,2300136.31,4529158.6
0.129,0.129,126,51,2017_29,1655.04,4118.26,5773.3,2017,29,2185621.56,2250693.92,4436315.48
0.132,0.132,129,50,2017_30,1788.05,4033.25,5821.3,2017,30,2171907.33,2232878.38,4404785.71
0.13899999999999998,0.13899999999999998,136,49,2017_31,1914.06,4246.27,6160.33,2017,31,2187947.12,2239510.41,4427457.53
0.146,0.146,143,48,2017_32,2027.06,4431.28,6458.34,2017,32,2168396.73,2203946.59,4372343.32
0.153,0.153,149,47,2017_33,2167.06,4452.28,6619.34,2017,33,2155221.25,2177299.28,4332520.53
0.158,0.158,153,46,2017_34,2281.06,4599.29,6880.35,2017,34,2173898.37,2186422.88,4360321.25
0.16199999999999998,0.16199999999999998,157,45,2017_35,2383.06,4665.3,7048.36,2017,35,2163550.2,2167123.64,4330673.84
0.167,0.167,162,44,2017_36,2462.06,4805.3,7267.36,2017,36,2167768.43,2175640.59,4343409.02
0.17600000000000002,0.17600000000000002,171,43,2017_37,2659.08,4924.32,7583.4,2017,37,2119839.98,2125804.53,4245644.51
0.17700000000000002,0.17600000000000002,171,42,2017_38,2520.06,4828.3,7348.36,2017,38,2036616.22,2029615.75,4066231.97
0.191,0.19,184,41,2017_39,2770.08,4888.31,7658.39,2017,39,2009406.58,1993435.96,4002842.54
0.2,0.2,192,40,2017_40,2900.08,5073.32,7973.4,2017,40,1971412.7,1949665.58,3921078.28
0.20500000000000002,0.20500000000000002,197,39,2017_41,2955.08,5042.32,7997.4,2017,41,1968746.03,1950664.76,3919410.79
0.216,0.216,207,38,2017_42,3276.09,5239.33,8515.42,2017,42,1968728.85,1946031.03,3914759.88
0.22999999999999998,0.22999999999999998,220,38,2017_43,3438.1,5464.34,8902.44,2017,43,1957763.53,1921142.88,3878906.41
0.241,0.241,230,37,2017_44,3638.1,5867.37,9505.47,2017,44,2017135.95,1976225.77,3993361.72
0.271,0.27,258,36,2017_45,4146.12,6869.43,11015.55,2017,45,2118144.24,2076512.84,4194657.08
0.291,0.29,276,35,2017_46,4860.14,7683.49,12543.63,2017,46,2185765.28,2149257.27,4335022.55
0.317,0.316,299,34,2017_47,5252.14,8287.52,13539.66,2017,47,2139003.8,2106377.47,4245381.27
0.333,0.332,314,33,2017_48,5437.15,8443.53,13880.68,2017,48,2061889.65,2023380.62,4085270.27
0.365,0.365,343,32,2017_49,5782.16,8942.56,14724.72,2017,49,2044293.64,1997538.34,4041831.98
0.40499999999999997,0.404,379,31,2017_50,6486.17,9940.63,16426.8,2017,50,2065855.06,2012497.22,4078352.28
0.447,0.44600000000000006,417,30,2017_51,7208.2,11296.71,18504.91,2017,51,2146959.13,2089203.88,4236163.01
0.481,0.479,446,30,2017_52,8161.23,12567.8,20729.03,2017,52,2234620.24,2162227.22,4396847.46
0.529,0.527,488,29,2017_53,9042.25,14244.9,23287.15,2017,53,2259616.27,2171305.81,4430922.08
0.577,0.5760000000000001,530,28,2017_54,9967.27,15535.99,25503.26,2017,54,2258521.63,2161546.52,4420068.15
0.634,0.632,578,27,2017_55,10964.31,17000.07,27964.38,2017,55,2272507.85,2164941.76,4437449.61
0.677,0.675,614,26,2017_56,11881.33,18379.16,30260.49,2017,56,2295604.27,2184128.86,4479733.13
0.74,0.738,666,25,2017_57,12921.35,19774.25,32695.6,2017,57,2267778.3,2151236.46,4419014.76
0.7889999999999999,0.786,704,24,2017_58,13559.37,20853.32,34412.69,2017,58,2227454.69,2097367.05,4324821.74
0.8580000000000001,0.8540000000000001,760,24,2017_59,14385.39,22392.42,36777.81,2017,59,2212452.23,2069743.23,4282195.46
0.9249999999999999,0.9209999999999999,812,23,2017_60,15365.43,23682.5,39047.93,2017,60,2165684.75,2010708.58,4176393.33
0.9809999999999999,0.976,853,22,2017_61,15908.44,24314.54,40222.98,2017,61,2120581.69,1957252.9,4077834.59
1.045,1.04,900,21,2017_62,16465.45,25382.61,41848.06,2017,62,2073296.24,1898540.64,3971836.88
1.133,1.126,964,21,2017_63,17303.48,26507.68,43811.16,2017,63,1996384.55,1812129.95,3808514.5
1.214,1.207,1022,20,2017_64,17924.49,27062.22,44986.71,2017,64,1920559.59,1735092.94,3655652.53
1.298,1.2890000000000001,1079,19,2017_65,18616.51,27530.24,46146.75,2017,65,1856034.94,1665970.03,3522004.97
1.3559999999999999,1.347,1113,18,2017_66,19061.53,27811.76,46873.29,2017,66,1806692.3,1614289.17,3420981.47
1.458,1.447,1179,18,2017_67,19937.55,28717.82,48655.37,2017,67,1756712.32,1566014.71,3322727.03
1.576,1.564,1256,17,2017_68,21706.6,29682.87,51389.47,2017,68,1718516.74,1527104.84,3245621.58
1.7229999999999999,1.7080000000000002,1350,16,2017_69,23507.65,31526.99,55034.64,2017,69,1741467.38,1544980.55,3286447.93
1.856,1.839,1428,15,2017_70,25870.72,34190.16,60060.88,2017,70,1543892.23,1358522.59,2902414.82
2.025,2.005,1529,15,2017_71,21865.6,28794.82,50660.42,2017,71,1306022.39,1133159.21,2439181.6
2.212,2.1870000000000003,1634,14,2017_72,23532.65,29454.86,52987.51,2017,72,1280430.84,1098501.91,2378932.75
2.4619999999999997,2.432,1778,13,2017_73,25387.7,31660.0,57047.7,2017,73,1277050.58,1084544.5,2361595.08
2.709,2.673,1906,13,2017_74,28196.78,34585.19,62781.97,2017,74,1207611.7,1013549.38,2221161.08
2.939,2.897,2010,12,2017_75,27381.76,32360.05,59741.81,2017,75,1077802.08,888661.3,1966463.38
3.193,3.143,2118,11,2017_76,27431.76,31889.02,59320.78,2017,76,1000726.87,812014.99,1812741.86
3.519,3.458,2257,11,2017_77,28190.78,32286.04,60476.82,2017,77,938969.7,755483.04,1694452.74
3.8899999999999997,3.8150000000000004,2404,10,2017_78,29753.83,32943.09,62696.92,2017,78,887641.11,703908.27,1591549.38
4.329000000000001,4.237,2568,9,2017_79,31238.86,34037.15,65276.01,2017,79,832832.32,645661.55,1478493.87
4.7669999999999995,4.656,2702,9,2017_80,32266.89,33754.13,66021.02,2017,80,777995.84,590069.68,1368065.52
5.267,5.132,2840,8,2017_81,33790.94,34438.17,68229.11,2017,81,741300.64,547824.07,1289124.71
5.9110000000000005,5.7410000000000005,3014,8,2017_82,35962.0,35333.24,71295.24,2017,82,683784.82,492075.5,1175860.32
6.565,6.356000000000001,3145,7,2017_83,36342.0,34509.18,70851.18,2017,83,631423.7,441799.84,1073223.54
7.312,7.054,3269,7,2017_84,38745.07,35140.22,73885.29,2017,84,601040.83,407011.97,1008052.8
8.294,7.964,3430,6,2017_85,40257.12,35387.24,75644.36,2017,85,531013.41,360772.25,891785.66
9.503,9.072,3596,6,2017_86,42508.17,35686.25,78194.42,2017,86,503130.68,327697.59,830828.27
10.746,10.198,3676,5,2017_87,44282.22,35164.22,79446.44,2017,87,450117.61,277626.65,727744.26
11.938,11.266,3647,5,2017_88,44239.23,33513.12,77752.35,2017,88,412050.73,241038.01,653088.74
13.386000000000001,12.547,3604,4,2017_89,44887.24,32206.04,77093.28,2017,89,371406.55,205333.15,576739.7
15.140999999999998,14.076,3536,4,2017_90,45147.25,29858.88,75006.13,2017,90,323247.46,167263.6,490511.06
16.838,15.531,3352,4,2017_91,43450.2,26415.67,69865.87,2017,91,277360.35,134118.29,411478.64
19.106,17.44,3180,3,2017_92,41767.15,24085.52,65852.67,2017,92,237809.38,107952.66,345762.04
20.893,18.917,2847,3,2017_93,37910.05,20246.28,58156.33,2017,93,191469.05,81879.61,273348.66
23.330000000000002,20.893,2550,3,2017_94,33897.94,16675.05,50572.99,2017,94,153583.7,60657.06,214240.76
25.581,22.68,2190,3,2017_95,30096.83,13693.87,43790.7,2017,95,123778.53,45365.77,169144.3
28.153,24.679000000000002,1842,2,2017_96,24921.69,10481.67,35403.36,2017,96,90972.33,30607.56,121579.89
30.879,26.749000000000002,1504,2,2017_97,19851.55,7532.48,27384.03,2017,97,61911.21,19021.27,80932.48
33.751,28.877000000000002,1189,2,2017_98,14712.4,4973.32,19685.72,2017,98,45691.24,12699.71,58390.95
36.752,31.047000000000004,909,2,2017_99,11316.32,3525.22,14841.54,2017,99,30638.4,7639.16,38277.56
39.866,33.239999999999995,671,2,2017_100,8139.23,2172.14,10311.37,2017,100,20488.44,4531.13,25019.57
43.072,35.44,478,2,2017_101,5655.15,1381.09,7036.24,2017,101,13234.33,2655.1,15889.43
46.345,37.626,328,1,2017_102,3847.11,886.05,4733.16,2017,102,8414.31,1547.53,9961.84
49.657000000000004,39.78,216,1,2017_103,2545.07,491.03,3036.1,2017,103,5153.94,811.87,5965.81
52.982,41.886,137,1,2017_104,1617.04,239.02,1856.06,2017,104,3015.06,412.68,3427.74
56.288000000000004,43.926,83,1,2017_105,992.03,131.01,1123.04,2017,105,1654.4,218.32,1872.72
59.548,45.885999999999996,49,1,2017_106,506.01,66.0,572.01,2017,106,878.42,109.02,987.44
62.733000000000004,47.754000000000005,28,1,2017_107,296.01,38.0,334.01,2017,107,465.27,53.82,519.09
65.819,49.521,15,1,2017_108,170.01,17.01,187.02,2017,108,234.28,25.93,260.21
68.782,51.181,8,1,2017_109,74.0,7.0,81.0,2017,109,121.54,15.36,136.9
71.60499999999999,100.0,7,1,2017_110,86.0,10.0,96.0,2017,110,103.89,24.52,128.41
0.5599999999999999,0.557,557,78,2018_0,9399.24,12069.9,21469.14,2018,0,1883931.83,1970664.6,3854596.43
0.037,0.037,37,78,2018_1,617.02,833.06,1450.08,2018,1,1925574.52,2014200.99,3939775.51
0.026,0.026,26,77,2018_2,435.02,610.04,1045.06,2018,2,1959627.79,2049340.12,4008967.91
0.019,0.019,18,76,2018_3,291.0,454.04,745.04,2018,3,1964809.17,2057282.93,4022092.1
0.015,0.015,15,75,2018_4,244.0,346.02,590.02,2018,4,1959889.02,2051290.95,4011179.97
0.013,0.013,13,74,2018_5,230.0,294.02,524.02,2018,5,1960631.64,2049386.97,4010018.61
0.011000000000000001,0.011000000000000001,11,73,2018_6,212.0,248.02,460.02,2018,6,1972433.79,2063287.56,4035721.35
0.01,0.01,10,72,2018_7,176.0,243.02,419.02,2018,7,1983986.52,2072072.82,4056059.34
0.011000000000000001,0.011000000000000001,11,71,2018_8,221.0,236.02,457.02,2018,8,1985129.11,2068056.94,4053186.05
0.012,0.012,11,70,2018_9,205.0,265.02,470.02,2018,9,2015898.4,2100587.49,4116485.89
0.011000000000000001,0.011000000000000001,11,69,2018_10,222.0,249.02,471.02,2018,10,2050573.04,2139726.26,4190299.3
0.012,0.012,12,68,2018_11,247.0,247.02,494.02,2018,11,2045794.67,2136733.85,4182528.52
0.013999999999999999,0.013999999999999999,14,67,2018_12,252.0,337.02,589.02,2018,12,2035049.07,2123807.7,4158856.77
0.016,0.016,16,66,2018_13,283.0,393.03,676.03,2018,13,2035641.5,2121234.3,4156875.8
0.021,0.021,21,65,2018_14,321.0,569.04,890.04,2018,14,2032108.64,2115122.96,4147231.6
0.029,0.029,28,64,2018_15,397.01,789.06,1186.07,2018,15,2022419.63,2104282.78,4126702.41
0.036000000000000004,0.036000000000000004,36,63,2018_16,472.02,1021.08,1493.1,2018,16,2044137.4,2129251.65,4173389.05
0.048,0.048,47,62,2018_17,594.02,1433.11,2027.13,2018,17,2085582.96,2179030.78,4264613.74
0.063,0.063,63,61,2018_18,730.02,1971.15,2701.17,2018,18,2088566.83,2186238.61,4274805.44
0.06999999999999999,0.06999999999999999,69,60,2018_19,807.02,2167.16,2974.18,2018,19,2077546.2,2174230.09,4251776.29
0.077,0.077,76,59,2018_20,890.02,2382.18,3272.2,2018,20,2084970.69,2179433.68,4264404.37
0.087,0.087,86,58,2018_21,946.02,2776.21,3722.23,2018,21,2097526.72,2195978.73,4293505.45
0.091,0.091,90,57,2018_22,1011.02,2950.22,3961.24,2018,22,2128258.12,2237693.09,4365951.21
0.096,0.096,95,56,2018_23,1109.02,3140.24,4249.26,2018,23,2174788.25,2291763.53,4466551.78
0.101,0.101,100,55,2018_24,1190.03,3380.25,4570.28,2018,24,2214514.1,2338109.61,4552623.71
0.105,0.105,103,54,2018_25,1298.04,3546.27,4844.31,2018,25,2264863.29,2386820.63,4651683.92
0.11100000000000002,0.11100000000000002,109,53,2018_26,1459.04,3771.28,5230.32,2018,26,2326834.05,2430972.51,4757806.56
0.11900000000000001,0.11900000000000001,117,52,2018_27,1581.04,4116.31,5697.35,2018,27,2356048.32,2441513.63,4797561.95
0.122,0.122,120,52,2018_28,1688.04,4145.31,5833.35,2018,28,2311609.34,2386790.96,4698400.3
0.126,0.126,124,51,2018_29,1806.04,4050.3,5856.34,2018,29,2240508.28,2308300.85,4548809.13
0.135,0.135,133,50,2018_30,1902.04,4196.31,6098.35,2018,30,2195963.41,2258163.73,4454127.14
0.135,0.134,132,49,2018_31,1869.05,4097.3,5966.35,2018,31,2181098.58,2239803.4,4420901.98
0.14200000000000002,0.14200000000000002,138,48,2018_32,2065.06,4228.32,6293.38,2018,32,2196012.25,2245819.97,4441832.22
0.146,0.146,143,47,2018_33,2139.06,4340.32,6479.38,2018,33,2175994.31,2209165.13,4385159.44
0.151,0.151,147,46,2018_34,2173.06,4373.33,6546.39,2018,34,2162372.69,2181295.71,4343668.4
0.16199999999999998,0.16199999999999998,158,45,2018_35,2394.06,4701.35,7095.41,2018,35,2179756.79,2188862.51,4368619.3
0.165,0.165,160,44,2018_36,2508.06,4692.35,7200.41,2018,36,2167970.93,2168725.68,4336696.61
0.172,0.172,166,43,2018_37,2584.06,4880.37,7464.43,2018,37,2171322.17,2176748.28,4348070.45
0.182,0.182,176,42,2018_38,2712.06,5125.38,7837.44,2018,38,2122947.98,2126045.56,4248993.54
0.193,0.193,186,41,2018_39,2897.08,5125.38,8022.46,2018,39,2039020.47,2029228.55,4068249.02
0.197,0.197,190,40,2018_40,2867.07,5040.38,7907.45,2018,40,2011043.05,1992189.54,4003232.59
